https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL600.bj.intel.com,CMCC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL601.bj.intel.com,CMCC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL602.bj.intel.com,P_CUC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL603.bj.intel.com,CUC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL604.bj.intel.com,CUC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL605.bj.intel.com,CMCC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL606.bj.intel.com,P_CMCC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL607.bj.intel.com,P_CMCC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL608.bj.intel.com,CMCC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL609.bj.intel.com,CMCC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL610.bj.intel.com,P_CUC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL612.bj.intel.com,CUC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL614.bj.intel.com,P_CUC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL615.bj.intel.com,CMCC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL616.bj.intel.com,CMCC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL619.bj.intel.com,CUC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL020.bj.intel.com,CUC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL021.bj.intel.com,CUC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL022.bj.intel.com,CMCC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL025.bj.intel.com,CUC
https://harts.intel.com/harts6/ListTestsets.do?slaveName=BEJSRTL173.bj.intel.com,CMCC
